Timestamp,Sensor_ID,Temperature_C,Humidity_%,System_Load_%,Power_Consumption_kW,Maintenance_Status,Anomaly_Label
2025-01-07 21:00:00,Sensor_6,-25.759678967066797,55.242009365708135,58.97619838321678,8.77211734054091,0,0
2025-02-17 12:30:00,Sensor_2,-17.878751925267686,52.05862553620621,48.485641961885406,7.891475775024106,0,0
2025-01-06 08:45:00,Sensor_10,-21.184555240845082,54.32424611649457,73.61374183263479,6.6760192045751205,0,0
2025-01-08 11:45:00,Sensor_5,-23.98787120463345,50.84714041954474,74.8536417525862,6.605811331429746,1,0
2025-01-02 18:45:00,Sensor_10,-21.83042338911093,52.12125293834426,63.79428837006108,3.9765508922185364,0,0
2025-01-16 07:15:00,Sensor_10,-20.265862880892122,62.86976916706097,60.15978147452901,7.434549795392977,0,0
2025-01-13 05:15:00,Sensor_10,-23.650962526948753,50.839311968033805,90.21020697961202,7.207824946328088,0,1
2025-02-18 14:30:00,Sensor_6,-23.01186166134553,51.66270795228222,62.30918691662496,7.949745696191615,0,0
2025-02-21 01:00:00,Sensor_5,-22.035169244319654,49.19160036392752,79.04387665718446,10.142103824904172,1,0
2025-01-13 05:30:00,Sensor_10,-22.113470290007175,46.32362640311222,48.39062186383559,8.424241845772192,0,0
2025-02-09 00:00:00,Sensor_8,-22.723598606295557,41.24029659087456,66.94912372667582,4.329534878422572,0,0
2025-02-13 20:00:00,Sensor_4,-21.36935377375629,57.24205835061195,74.20597574176081,6.2557893016834445,1,0
2025-01-21 05:15:00,Sensor_8,-20.77817999247541,51.59836306288026,70.39556453116805,8.370838587609743,0,0
2025-02-11 23:45:00,Sensor_3,-20.228187441925165,54.72021074074542,46.3802523599835,6.358977390171147,1,0
2025-01-15 13:15:00,Sensor_7,-23.875158743665317,46.125913681997424,64.81655335892438,9.698589619484153,0,0
2025-02-11 21:15:00,Sensor_5,-20.341778674704734,58.551251955586565,77.1981437909695,5.240075303831538,0,0
2025-01-08 06:15:00,Sensor_5,-26.48433910642864,37.68920438307477,64.17300246873738,8.158550752042954,0,0
2025-01-19 11:30:00,Sensor_6,-18.924291364920393,40.66218031780622,79.9055073179147,5.7865880191195895,0,0
2025-02-03 10:45:00,Sensor_5,-23.108874580793653,49.90646252361489,73.79451955727055,7.629688635063663,0,0
2025-02-06 04:15:00,Sensor_1,-21.990701628469843,53.63970694516125,73.76521805261135,7.1305883828736905,1,0
2025-02-12 07:45:00,Sensor_9,-21.3708475578723,53.03683542852894,61.13385031388703,8.141921160882793,0,0
2025-01-29 16:30:00,Sensor_4,-19.883776155685574,54.93744858484364,57.45683042747999,11.2368724950109,0,0
2025-02-16 08:45:00,Sensor_5,-24.03689873296463,57.61467962241897,71.4467717644506,6.27023382216015,1,0
2025-02-15 03:30:00,Sensor_1,-24.86467730868304,59.04294983560704,47.33809287548287,10.000817401277633,0,0
2025-02-01 19:15:00,Sensor_3,-22.263061760886668,53.37875940754602,54.4630717606238,6.1372949485479165,0,0
2025-02-18 00:00:00,Sensor_3,-20.355485975185537,48.923760709523044,56.56833344183171,6.190824858219488,0,0
2025-01-28 22:00:00,Sensor_8,-24.117277456704848,43.06975729707214,56.92173330356432,3.819666642524362,0,0
2025-02-07 12:45:00,Sensor_8,-24.306362015611036,50.607837438563244,59.48301327555539,9.08380821203409,0,0
2025-02-04 20:00:00,Sensor_9,-23.79375705253566,43.12370259509405,70.79540113241899,8.883763194907232,1,0
2025-01-15 21:15:00,Sensor_10,-21.632767004242275,54.78758888821663,44.73075654257458,8.402670904948002,0,0
2025-01-23 12:15:00,Sensor_7,-23.48218208065586,52.019883825277326,63.592149156488155,5.185977015041207,0,0
2025-01-01 06:30:00,Sensor_6,-18.941173389536637,49.01705301527834,58.203998744012004,8.026755214142597,0,0
2025-02-09 06:45:00,Sensor_8,-22.403656916734963,46.73484712270972,78.4917297907277,7.901431578843997,0,0
2025-01-16 00:15:00,Sensor_3,-21.790572607804897,50.29928162172938,63.8572594506313,5.359807450763735,0,0
2025-02-18 19:45:00,Sensor_10,-25.946800622260696,53.27239156455054,56.099647287800195,5.915491700131732,0,0
2025-01-24 04:45:00,Sensor_10,-19.034058735235156,42.79298906312288,49.493900908486495,9.02838688370354,1,0
2025-01-06 21:30:00,Sensor_10,-21.19332421001301,52.95607392308346,72.96979992550074,5.365345333676301,0,0
2025-01-03 13:30:00,Sensor_8,-27.076170047811146,47.783408488073256,73.672973648259,13.360871860093335,0,1
2025-01-16 20:45:00,Sensor_3,-23.384340410893724,37.36275314971163,65.04391097403526,5.751959850234868,0,0
2025-01-25 15:00:00,Sensor_2,-24.652209885837614,52.94081654706011,64.72871895766113,9.62772754890521,0,0
2025-02-11 07:15:00,Sensor_9,-17.92158304542204,55.27685478931176,58.44417978838389,5.104565886451242,0,0
2025-02-08 11:00:00,Sensor_1,-15.590318763451599,39.41548704021826,73.07435790029284,9.63544677272777,0,0
2025-01-19 11:15:00,Sensor_10,-21.62551154260436,46.574907785324676,81.59727623327022,8.802985861103345,0,0
2025-01-31 14:15:00,Sensor_10,-21.21620663687188,45.3006638998926,77.32148970195934,5.271390801416239,0,0
2025-02-10 12:30:00,Sensor_2,-23.250302037347932,48.19540338503358,73.85399376295857,8.245992645547833,0,0
2025-01-12 08:45:00,Sensor_7,-21.656482819748806,58.808375475969896,61.15801034392595,3.7548028243213696,0,0
2025-01-08 18:30:00,Sensor_1,-27.830615213049214,51.903779228739666,58.401911236708536,7.141378941568044,0,0
2025-01-17 09:30:00,Sensor_5,-21.1003590200065,56.77494817170804,74.06543826601022,6.943706958292487,1,0
2025-02-16 06:00:00,Sensor_9,-23.18121399001584,49.89601084733894,69.28895853958112,5.779122013238022,0,0
2025-02-07 12:15:00,Sensor_9,-20.919875156605908,51.240203214479024,59.93730215413075,6.251093382014648,0,0
2025-01-22 20:45:00,Sensor_4,-23.97848087364077,47.292705456981764,68.82902284124852,5.591542480107027,0,0
2025-02-06 15:00:00,Sensor_10,-19.80214306140451,44.2851142957345,62.111711222214815,6.633177244495716,0,0
2025-02-09 15:15:00,Sensor_2,-20.197193929051654,68.4866207968606,55.86891909904215,5.9845053186051995,0,0
2025-01-30 17:00:00,Sensor_9,-17.81160945762612,51.49348331160633,52.73129882201974,8.480395025918952,0,0
2025-01-07 03:45:00,Sensor_4,-17.36148221727926,49.272275131801145,47.18802421775534,4.557869386300443,0,0
2025-01-08 05:00:00,Sensor_3,-20.044755741328462,54.07437058937385,73.66852729131968,7.253961836609793,0,0
2025-01-13 02:45:00,Sensor_3,-21.44024239178761,54.34114626749787,57.878814645674865,7.542155855853155,1,0
2025-02-09 12:00:00,Sensor_7,-18.260320545342463,44.43371652989504,62.94327128024857,9.933537238145048,0,0
2025-01-05 06:00:00,Sensor_2,-21.360687719278264,48.411481344665965,60.51487755058996,6.295833487697106,1,0
2025-01-25 19:30:00,Sensor_5,-25.666170974204206,48.22610056324822,53.374027120521276,7.629821471426966,0,0
2025-01-05 05:00:00,Sensor_2,-23.91416200880802,50.121201213127385,60.607965616441376,8.577719608020969,0,0
2025-02-19 09:30:00,Sensor_7,-22.07631156295063,49.28859751603611,60.10335127106824,5.521262097431701,1,0
2025-01-16 10:45:00,Sensor_7,-21.560886480652456,53.79968490979914,69.55491048204533,10.040935839660502,1,0
2025-01-23 02:30:00,Sensor_3,-25.28936028749308,48.153181905358785,71.65250563302541,7.412082867597685,0,0
2025-01-10 00:00:00,Sensor_3,-23.324006174518523,51.12371059791087,66.45353798058389,6.248189171350944,0,0
2025-01-17 12:00:00,Sensor_8,-22.336938330266353,64.47342065236667,64.30511877163593,7.11434907328412,0,0
2025-01-03 06:00:00,Sensor_7,-19.98319235215954,50.79745512209217,62.71462018668296,5.139847741514229,0,0
2025-01-08 17:30:00,Sensor_4,-19.746263045188215,49.32690072613624,48.97408701924915,8.230874038147718,0,0
2025-02-17 00:15:00,Sensor_2,-20.720867859988054,40.43333874925535,69.54368056972045,5.702728870558091,0,0
2025-02-09 23:30:00,Sensor_3,-22.599327645685438,51.04584905344376,60.93220662389975,8.822484690768691,0,0
2025-02-04 02:30:00,Sensor_3,-14.089006565596918,43.28187818357611,70.75994858345985,7.006410000083791,0,1
